line,annotated
"O-o-o-o-o-okay, Lamborghini Mercy (Swerve)",1
"Your chick, she so thirsty (Swerve)",1
I-I-I-I-I'm in that two-seat Lambo (Swerve),1
"With your girl, she tryna jerk me (Swerve)",1
[Refrain: Fuzzy Jones & Big Sean],1
"Well, it is a weepin' and a moanin' (Swerve)",1
And a gnashin' of teeth (Swerve),1
It is a weepin' and a mournin' (Swerve),1
And a gnashin' of teeth (Swerve),1
It is a— when it comes to my sound (Swerve),1
Which is the champion sound (Swerve),1
"Believe, believe (Swerve)",1
Believe (Swerve),1
[Bridge: Fuzzy Jones],0
"Well, it is a weepin' and a moanin'",1
And a gnashin' of teeth in the dancehall,1
And who no have teeth gwan rub pon dem gums,1
Cuh when time it comes to my sound,1
Which is the champion sound,1
The bugle has blown fi many times,1
And it still have one more time left,1
Cuh the amount of stripe weh deh pon our shoulder,0
[Verse 3: Kanye West & 2 Chainz],1
Let the suicide doors up,1
I threw suicides on the tour bus,1
I threw suicides on the private jet,1
"You know what that mean, I'm fly to death",1
I step in Def Jam buildin' like I'm the shit,1
Tell 'em gimme fifty million or I'ma quit,1
Most rappers' taste level ain't at my waist level,1
Turn up the bass 'til it's up-in-yo-face level,1
Don't do no press but I get the most press kit,1
"Plus, yo, my bitch make your bitch look like Precious",1
"Somethin' 'bout Mary, ",1
she gone off that molly,1
Now the whole party is melting like Dalí,1
Now everybody is movin' they body,1
"Don't sell me apartment, I'll move in the lobby (Yah)",1
Niggas is loiterin' just to feel important,1
You gon' see lawyers and niggas in Jordans (2 Chainz),1
[Verse 4: 2 Chainz & Big Sean],1
"Okay, now catch up to my campaign",1
Coupe the color of mayonnaise,1
I'm drunk and high at the same time,1
Drinkin' champagne on the airplane (Tell 'em),1
Spit rounds like a gun range (Baow),1
Beat it up like Rampage,1
"Hundred bands, cut your girl",1
Now your girl need a Band-Aid (Damn),1
"Grade A, A1",1
Chain the color of Akon,1
"Black diamonds,",1
backpack rhymin',1
Co-signed by Louis Vuitton (Yep),1
"Horsepower, horsepower",1
"All this Polo on, I got horsepower",1
Pound of this cost four thousand,1
"Now I make it rain, she want more showers",1
Rain (rain) pourin' (Pourin'),1
All my cars is foreign (Foreign),1
All my broads is foreign (Foreign),1
Money tall like Jordan,1
"[Chorus: YB, Big Sean & Fuzzy Jones]",1
"O-o-o-o-o-okay, Lamborghini Mercy (Swerve)",1
"Your chick, she so thirsty (Swerve)",1
I-I-I-I-I'm in that two-seat Lambo (Swerve),1
"With your girl, she tryna jerk me (Swerve)",1
"O-o-o-o-o-okay, Lamborghini Mercy (Swerve)",1
"Your chick, she so thirsty (Swerve)",1
I-I-I-I-I'm in that two-seat Lambo (Swerve) (Believe),1
"With your girl, she tryna jerk me (Swerve) (Believe)",1
[Refrain: Fuzzy Jones & Big Sean],1
"Well, it is a weepin' and a moanin' (Swerve)",1
And a gnashin' of teeth (Swerve),1
It is a weepin' and a mournin' (Swerve),1
And a gnashin' of teeth (Swerve),1
It is a— when it comes to my sound (Swerve),1
Which is the champion sound (Swerve),1
"Believe, believe (Swerve)",1
"Believe, believe (Swerve)",1
"Well, it is a weepin' and a moanin' and a gnashin' of teeth",1
It is a weepin' and a mournin' and a gnashin' of teeth,1
It is a— when it comes to my sound which is the champion sound,1
"Believe, believe, believe, believe",1
