line,annotated
Суки сами лезут нам в сети,1
Вот вам наши черные метки,1
Мы просочились сквозь клетки,1
Здесь у каждого свой интерес,0
"Я снимаю кэш, она снимает мой стресс",0
Поднимаю бабки — вырастает пресс,0
На моем счету зарплата шесть нулей,0
Моя команда Акацки,1
Мы пилим долю по-братски,0
"Большие залы, овации",0
Я заказал лёд по рации,0
Мы в дороге под айоваской,0
"Турим больше, чем Бонифаций",0
"Мой бак потек, я наклею пластырь",0
"Секи сюда, это BM паства",0
Это Томми Паста,0
(Томми Паста),0
[Куплет 6: Tveth],0
"Еду через город на дело, а",0
В голове triple six девять,0
Заливаю бак на останки своих денег,0
"Потом к моей бу, она показывает, что умеет",0
"Хей, нет-нет",0
Я брожу за зеркалами,0
"И сзади стоят тени, но что же с ними стало?",0
И все мои враги вдруг оказались истуканами,0
"Час назад он был живой, теперь как будто каменный",0
Эй Твет? Как можно жить с таким названием,1
Когда его каждый второй не выговаривает?,1
"Нет-нет, я буду делать, чтобы знали",1
Ты помни мое имя и пиши его заглавными,1
"Я хочу, чтоб на моей семье сияли камни (йе; йе)",0
Чтобы близкие не нуждались,0
"И сохранять суть, но оттачивая стамину",0
Доставать АК из багажника Гелендвагена,0
"Нет-нет, вы меня поняли неправильно",0
"Это те проблемы, от которых голова болит",0
Просто-напросто я не хочу быть тут заваленным,0
"Из горячих точек стволом, может даже табельным",0
"Нет-нет, вы меня поняли неправильно",0
"Это те вопросы, от которых вся душа болит",0
Просто-напросто не хотел бы быть отравленным,0
"Вашими словами или же другими ядами, йе",0
[Куплет 7: Souloud],0
"Съем слиток золота, слиток золота",0
"Посолю, поперчу, абсолютно без чувств",0
"Съем слиток золота, слиток золота",0
"Посолю, поперчу, абсолютно без чувств",0
Я хожу в одном и том же каждый день,1
"Ну, давай, найди кого-нибудь свежей",0
Да мне похуй: охладить или поджечь,0
"Да, я ем твою мечту на обед",0
"Только по рецепту, дом — одновременно кухня и аптека",0
"Я богаче всех, пока за мной ни цента",0
"Пока бьётся сердце, буду просто делать, и делать, и делать (",0
"то, что я умею",0
),0
"Я готовлю треки каждый новый, сука, вечер",0
"Да, я Аватар — огонь, вода, земля и вера",0
"Я тот самый тип, что смеётся последним",0
[Куплет 8: Markul],0
"Где-то говорили, что я сделал проще тон:",0
"«Его треки для ротаций, его тексты ни о чем»",0
"«К нему просто доебаться, сразу видно, что мажор»",0
«Без чужих рекомендаций он сюда бы не прошел»,0
"«И нам похуй на таких, как этот",0
За ним большие дяди и вагон запретов,0
"Это проект, который прогорит за лето",0
Я на его концерт не подойду на метр»,0
Именно поэтому мне предлагали три контракта,1
"Но я выкинул их все, ведь так нужна команда",1
Это все происходило за полгода до BM,0
"И я с ними, потому что не хотел двигать ни с кем",0
(,0
Чё ты знаешь?,0
),0
"Захочу, я буду петь фальцетом",0
"Суки, трек за треком, весь текст об этом",0
Даже при таких во мне больше рэпа,0
"Только вспомни, где я был ещё прошлым летом",0
(Марк),0
[Куплет 9: Oxxxymiron],0
Перебив охрану,1
Влезть на территорию Богемской рощи,1
Или увидеть церемонию иллюминатов,1
Приоткрыв Букингемский дворец наощупь,1
(эй-эй),0
"Или, купив гранату, с ней в клуб завалиться",1
"Бильдербергский ночью, поебать:",1
"Всё это заведомо проще, чем",1
Вашим попасть на БМ сыночкам,1
"Ведь мы закрытый круг, как Римский клуб и Ситигруп",0
Сосите хуй,0
"Я был в GQ, когда Soul и May ходили на труд",1
"Дни бегут, нынче их лица в crew:",1
"(Тут) столица, юг",1
Санкт-Петербург плюс уфимский грув из глубин сибирских руд,1
"Самый странный рэп-игрок, ведь (а)",0
"Были популярны KRec и ГРОТ, но (оу)",0
"Вылез аутсайдер, червь, микроб",0
"Интернет-герой, гид секретных троп",0
"Я ветеран, а ты вор",1
"Ты купил себе медали, но попса не хип-хоп",1
Сегодня каждый дохуя гомофоб,1
"Но олдфаги знают, кто кому клал ягоды в рот",1
Слышь,0
"Эмигрант, как Беллик",1
(оу),0
На столе «Государь» Макиавелли,1
У нас разные цели:,1
"Твой рэп — это рамс на фене, максимум декаданс — R. Kelly",1
Я — в Марракеше в поисках откровений,1
"Booking, как отелей; Machine, как Gun Kelly",1
Вдохновение в psychodelic'е,0
Мы пример преемственности поколений,0
[Аутро: Oxxxymiron],0
"Внизу будь начеку, наверху смотри в оба",0
Протянешь сукам руку — откусят по локоть,0
"И, чтоб не быть закуской, как льву антилопа",0
Найди верную crew — наверху одиноко,1
"Внизу будь начеку, наверху смотри в оба",0
Протянешь сукам руку — откусят по локоть,0
"И, чтоб не быть закуской, как льву антилопа",0
Найди верную crew — наверху одиноко,1
